,Away,Away_Score,Location,Home,Home_Score,OT,Notes,Date,Conference,Season
636,Harvard,1,at,Syracuse,2,,,1913-12-30,Non-Conference,1914
645,Ottawa,2,vs.,Harvard,0,,2,1914-01-02,Non-Conference,1914
647,Ottawa,3,vs.,Harvard,0,,2,1914-01-03,Non-Conference,1914
649,Mass. Agricultural,0,at,Harvard,1,,,1914-01-07,Non-Conference,1914
651,Cornell,5,at,Army,1,,,1914-01-09,Non-Conference,1914
653,Princeton,9,vs.,Cornell,1,,3,1914-01-10,Non-Conference,1914
655,Mass. Agricultural,3,at,Harvard,4,,,1914-01-14,Non-Conference,1914
657,Dartmouth,1,at,Harvard,2,,,1914-01-17,Non-Conference,1914
659,Princeton,5,at,Army,3,,,1914-01-19,Non-Conference,1914
661,St. Nick's,7,at,Yale,1,,,1914-01-24,Non-Conference,1914
662,Princeton,1,at,Harvard,2,,,1914-01-24,Non-Conference,1914
664,Princeton,5,at,Yale,3,,,1914-01-28,Non-Conference,1914
666,McGill,2,at,Harvard,1,,,1914-01-31,Non-Conference,1914
667,Princeton,3,vs.,Yale,1,,3,1914-01-31,Non-Conference,1914
669,Dartmouth,5,at,Yale,3,,,1914-02-02,Non-Conference,1914
671,Yale,3,at,Harvard,4,,,1914-02-06,Non-Conference,1914
673,430,2,at,Cornell,0,,,1914-02-07,Non-Conference,1914
674,Yale,3,at,Harvard,4,,,1914-02-07,Non-Conference,1914
676,Harvard,1,at,Yale,3,,,1914-02-11,Non-Conference,1914
678,Harvard,2,at,Princeton,4,,,1914-02-14,Non-Conference,1914
679,Cornell,1,at,Yale,3,,,1914-02-14,Non-Conference,1914
681,Williams,1,at,Yale,5,,,1914-02-18,Non-Conference,1914
683,Crescent AC,2,at,Yale,3,,,1914-02-21,Non-Conference,1914
684,Harvard,1,at,Princeton,4,,,1914-02-21,Non-Conference,1914
686,Yale,1,at,Harvard,4,,,1914-02-28,Non-Conference,1914
688,New Haven HC,1,at,Yale,3,,,1914-03-04,Non-Conference,1914
701,Springfield Y.M.,2,at,Army,1,,,1914-11-30,Non-Conference,1915
700,NYNG 7th Regimen,0,at,Army,3,,,1914-11-30,Non-Conference,1915
694,St. Nick's,4,at,Yale,3,,,1914-11-30,Non-Conference,1915
695,McGill,3,at,Yale,7,,,1914-11-30,Non-Conference,1915
696,MIT,2,at,Yale,5,,,1914-11-30,Non-Conference,1915
697,Mass. Agricultural,7,at,Army,1,,,1914-11-30,Non-Conference,1915
698,430,2,at,Army,1,,,1914-11-30,Non-Conference,1915
699,"M.V.M., Batallio",2,at,Army,1,,,1914-11-30,Non-Conference,1915
690,MIT,2,vs.,Harvard,6,,1,1914-12-17,Non-Conference,1915
692,Princeton,4,vs.,Cornell,1,,2,1914-12-29,Non-Conference,1915
704,Queen's,2,at,Harvard,1,,,1915-01-06,Non-Conference,1915
703,Mass. Agricultural,2,at,Yale,5,,,1915-01-06,Non-Conference,1915
706,Cornell,1,at,Harvard,8,,,1915-01-09,Non-Conference,1915
708,Harvard,4,at,Princeton,1,,,1915-01-16,Non-Conference,1915
710,Dartmouth,4,at,Harvard,2,,,1915-01-20,Non-Conference,1915
712,Princeton,1,at,Harvard,5,,,1915-01-23,Non-Conference,1915
713,Cornell,2,at,Yale,4,,,1915-01-23,Non-Conference,1915
715,Princeton,2,at,Yale,1,,,1915-01-27,Non-Conference,1915
717,Yale,2,at,Harvard,4,,,1915-01-30,Non-Conference,1915
719,Mass. Agricultural,0,at,Harvard,4,,,1915-02-03,Non-Conference,1915
722,430,1,at,Cornell,7,,,1915-02-05,Non-Conference,1915
721,McGill,1,at,Harvard,0,,,1915-02-05,Non-Conference,1915
724,Dartmouth,1,at,Yale,4,,,1915-02-08,Non-Conference,1915
726,Williams,1,at,Harvard,9,,,1915-02-09,Non-Conference,1915
728,Princeton,1,vs.,Yale,3,,3,1915-02-17,Non-Conference,1915
730,Princeton,1,vs.,Yale,5,,3,1915-02-20,Non-Conference,1915
732,Harvard,3,at,Yale,1,,,1915-02-23,Non-Conference,1915
744,Crescent AC,3,at,Yale,4,,,1915-11-30,Non-Conference,1916
748,Newburgh A.C.,1,at,Army,9,,,1915-11-30,Non-Conference,1916
747,Dartmouth,9,at,Army,0,,,1915-11-30,Non-Conference,1916
745,Stevens Tech,1,at,Army,4,,,1915-11-30,Non-Conference,1916
743,Boston A.A.,6,at,Yale,1,,,1915-11-30,Non-Conference,1916
746,RPI,0,at,Army,0,,,1915-11-30,Non-Conference,1916
741,Williams,0,at,Yale,5,,,1915-11-30,Non-Conference,1916
740,MIT,2,at,Yale,5,,,1915-11-30,Non-Conference,1916
742,New Haven HC,1,at,Yale,6,,,1915-11-30,Non-Conference,1916
734,Princeton,5,vs.,Yale,2,,1,1915-12-28,Non-Conference,1916
736,Princeton,2,vs.,Yale,0,,1,1915-12-29,Non-Conference,1916
738,Princeton,1,vs.,Yale,3,,1,1915-12-30,Non-Conference,1916
750,Queen's,4,at,Harvard,3,,,1916-01-08,Non-Conference,1916
752,Cornell,0,at,Harvard,2,,,1916-01-11,Non-Conference,1916
754,Mass. Agricultural,1,at,Yale,5,,,1916-01-12,Non-Conference,1916
755,Cornell,2,at,MIT,1,,,1916-01-12,Non-Conference,1916
757,Princeton,0,at,Harvard,3,,,1916-01-15,Non-Conference,1916
759,Princeton,2,vs.,Yale,1,,2,1916-01-19,Non-Conference,1916
761,Harvard,2,at,Princeton,0,,,1916-01-22,Non-Conference,1916
763,McGill,1,at,Harvard,4,,,1916-01-29,Non-Conference,1916
765,Dartmouth,0,at,Harvard,6,,,1916-02-04,Non-Conference,1916
767,Dartmouth,3,at,Yale,4,3ot,,1916-02-07,Non-Conference,1916
769,Yale,0,at,Harvard,2,,,1916-02-12,Non-Conference,1916
771,Princeton,1,at,Yale,3,,,1916-02-19,Non-Conference,1916
773,Princeton,3,at,Yale,6,,,1916-02-23,Non-Conference,1916
775,Harvard,4,at,Yale,2,,,1916-02-26,Non-Conference,1916
788,NY State College,1,at,Army,7,,,1916-11-30,Non-Conference,1917
787,Verona Hockey Cl,3,at,Army,2,,,1916-11-30,Non-Conference,1917
786,NYNG 7th Regimen,1,at,Army,2,,,1916-11-30,Non-Conference,1917
785,Colgate,5,at,Army,2,,,1916-11-30,Non-Conference,1917
789,New Rochelle Hoc,2,at,Army,0,,,1916-11-30,Non-Conference,1917
784,Springfield Y.M.,3,at,Army,4,,,1916-11-30,Non-Conference,1917
781,Dartmouth,3,at,Army,0,,,1916-11-30,Non-Conference,1917
782,Mass. Agricultural,2,at,Army,1,,,1916-11-30,Non-Conference,1917
780,RPI,0,at,Army,2,,,1916-11-30,Non-Conference,1917
779,Newman School,0,at,Army,9,,,1916-11-30,Non-Conference,1917
778,MIT,1,at,Yale,8,,,1916-11-30,Non-Conference,1917
777,Dartmouth,2,at,Yale,1,,,1916-11-30,Non-Conference,1917
783,MIT,1,at,Army,2,,,1916-11-30,Non-Conference,1917
791,MIT,0,vs.,Harvard,8,,1,1917-01-09,Non-Conference,1917
793,Williams,2,at,Yale,3,,,1917-01-11,Non-Conference,1917
795,Princeton,1,vs.,Yale,2,,2,1917-01-13,Non-Conference,1917
796,Dartmouth,0,at,Harvard,3,,,1917-01-13,Non-Conference,1917
798,Princeton,4,at,Yale,3,3ot,,1917-01-17,Non-Conference,1917
800,Harvard,1,at,Princeton,2,,,1917-01-20,Non-Conference,1917
802,Mass. Agricultural,3,at,Yale,5,,,1917-01-24,Non-Conference,1917
804,Colgate,3,at,Yale,7,,,1917-01-25,Non-Conference,1917
806,Queen's,1,at,Harvard,5,,,1917-01-27,Non-Conference,1917
808,Princeton,3,at,Harvard,4,,,1917-02-02,Non-Conference,1917
810,McGill,0,at,Harvard,4,,,1917-02-10,Non-Conference,1917
811,St. Nick's,2,at,Yale,3,ot,,1917-02-10,Non-Conference,1917
813,Harvard,0,at,Yale,2,,,1917-02-17,Non-Conference,1917
815,Princeton,0,at,Harvard,2,,,1917-02-24,Non-Conference,1917
816,Phila. Wanderers,3,at,Yale,5,,,1917-02-24,Non-Conference,1917
818,Princeton,3,vs.,Yale,2,ot,2,1917-02-28,Non-Conference,1917
820,Yale,0,at,Harvard,5,,,1917-03-03,Non-Conference,1917
822,Harvard,0,at,Yale,2,,,1917-03-10,Non-Conference,1917
824,Brooklyn Poly. I,0,at,Army,7,,,1917-11-30,Non-Conference,1918
825,Camp Upton,1,at,Army,2,,,1917-11-30,Non-Conference,1918
826,Mass. Agricultural,1,at,Army,2,,,1917-11-30,Non-Conference,1918
827,Erasmus H.S,0,at,Army,2,,,1917-11-30,Non-Conference,1918
828,Jamaica H.S,0,at,Army,4,,,1917-11-30,Non-Conference,1918
829,Williams,4,at,Army,2,,,1917-11-30,Non-Conference,1918
830,45,1,at,Army,0,,,1917-11-30,Non-Conference,1918
831,N.Y. Military Ac,1,at,Army,8,,,1917-11-30,Non-Conference,1918
832,Flushing H.S,1,at,Army,0,,,1917-11-30,Non-Conference,1918
834,Harv. Radio Schl,1,at,Boston College,7,,,1918-01-09,Non-Conference,1918
836,Newport Naval,5,at,Boston College,2,,,1918-01-23,Non-Conference,1918
838,Boston University,1,vs.,Boston College,3,,1,1918-02-06,Non-Conference,1918
840,Yale,7,at,Springfield,2,,,1918-02-09,Non-Conference,1918
842,Army,2,vs.,Boston College,5,,1,1918-11-30,Non-Conference,1919
843,Harvard,7,vs.,Boston College,2,,2,1918-11-30,Non-Conference,1919
844,CommonwealthPier,0,vs.,Boston College,3,,3,1918-11-30,Non-Conference,1919
845,Brooklyn Hockey,0,at,Army,1,,,1918-11-30,Non-Conference,1919
846,N.Y. Military Ac,1,at,Army,0,,,1918-11-30,Non-Conference,1919
847,Crescent Athleti,1,at,Army,2,,,1918-11-30,Non-Conference,1919
849,Mass. Agricultural,10,vs.,10,2,,4,1919-01-16,Non-Conference,1919
851,Boston College,2,vs.,Harvard,7,,2,1919-01-19,Non-Conference,1919
853,Boston College,9,vs.,10,0,,5,1919-02-04,Non-Conference,1919
855,Harvard,4,vs.,Yale,1,,6,1919-02-08,Non-Conference,1919
857,Princeton,1,vs.,Yale,6,,6,1919-02-15,Non-Conference,1919
859,Harvard,7,at,Princeton,2,,,1919-03-07,Non-Conference,1919
865,NY State College,0,at,Army,16,,,1919-11-30,Non-Conference,1920
866,Williams,0,at,Army,1,,,1919-11-30,Non-Conference,1920
867,N.Y. Military Ac,0,at,Army,5,,,1919-11-30,Non-Conference,1920
868,RPI,0,at,Army,2,,,1919-11-30,Non-Conference,1920
869,Pennsylvania,1,at,Army,1,,,1919-11-30,Non-Conference,1920
870,New Rochelle Hoc,5,at,Army,1,,,1919-11-30,Non-Conference,1920
861,Yale,5,at,Hamilton Tigers,9,,,1919-12-30,Non-Conference,1920
863,Yale,6,at,Queen's,8,,,1919-12-31,Non-Conference,1920
872,Yale,7,at,Brockville HC,4,,,1920-01-01,Non-Conference,1920
874,Yale,3,at,St. Michael's,2,,,1920-01-02,Non-Conference,1920
876,Welland HC,5,vs.,Yale,1,,1,1920-01-03,Non-Conference,1920
877,Toronto,5,at,Harvard,2,,,1920-01-03,Non-Conference,1920
879,Yankee Division,2,vs.,Boston College,4,,2,1920-01-07,Non-Conference,1920
881,Yale,4,at,Harvard,5,,,1920-01-17,Non-Conference,1920
882,Massachusetts AC,5,at,Boston College,4,3ot,,1920-01-17,Non-Conference,1920
884,Dartmouth,2,at,Harvard,4,,,1920-01-24,Non-Conference,1920
886,Tufts,0,at,Harvard,8,,,1920-01-28,Non-Conference,1920
888,Boston College,5,at,Army,0,,,1920-01-31,Non-Conference,1920
889,Princeton,3,at,Harvard,6,,,1920-01-31,Non-Conference,1920
891,Boston College,10,at,Fordham,0,,,1920-02-02,Non-Conference,1920
894,Boston University,0,vs.,Boston College,9,,4,1920-02-04,Non-Conference,1920
893,MIT,0,vs.,Harvard,8,,3,1920-02-04,Non-Conference,1920
896,MIT,4,vs.,Boston College,5,,2,1920-02-06,Non-Conference,1920
898,Princeton,0,at,Yale,4,,,1920-02-14,Non-Conference,1920
900,Tufts,2,vs.,Boston College,4,,2,1920-02-18,Non-Conference,1920
902,Harvard,3,vs.,Yale,0,,5,1920-02-21,Non-Conference,1920
904,Princeton,1,at,Yale,6,,,1920-02-28,Non-Conference,1920
906,Princeton,1,vs.,Harvard,10,,5,1920-03-06,Non-Conference,1920
914,Springfield Y.M.,3,at,Army,3,,,1920-11-30,Non-Conference,1921
916,Williams,3,at,Army,2,,,1920-11-30,Non-Conference,1921
915,Hamilton,5,at,Army,1,,,1920-11-30,Non-Conference,1921
908,Quaker City HC,7,vs.,Yale,1,,1,1920-12-21,Non-Conference,1921
910,St. Paul's Schoo,7,vs.,Yale,3,,1,1920-12-22,Non-Conference,1921
912,Yale,5,at,Carnegie Tech,0,,,1920-12-31,Non-Conference,1921
918,Yale,6,at,Carnegie Tech,0,,,1921-01-01,Non-Conference,1921
920,Boston College,5,at,Bates,0,,,1921-01-08,Non-Conference,1921
921,King's,1,at,Harvard,9,,,1921-01-08,Non-Conference,1921
923,MIT,3,at,Boston College,4,,,1921-01-13,Non-Conference,1921
925,Yale,7,at,430,5,,,1921-01-15,Non-Conference,1921
926,Hamilton,2,at,Cornell,0,,,1921-01-15,Non-Conference,1921
928,Mass. Agricultural,0,at,Harvard,2,,,1921-01-19,Non-Conference,1921
930,Dartmouth,0,at,Boston College,4,,,1921-01-20,Non-Conference,1921
932,Buffalo State,0,at,Cornell,10,,,1921-01-21,Non-Conference,1921
935,Dartmouth,0,at,Harvard,5,,,1921-01-22,Non-Conference,1921
934,Princeton,4,at,Yale,2,ot,,1921-01-22,Non-Conference,1921
937,MIT,5,at,Boston College,4,ot,,1921-01-26,Non-Conference,1921
939,Mass. Agricultural,2,at,Boston College,4,,,1921-01-29,Non-Conference,1921
940,Princeton,0,at,Harvard,7,,,1921-01-29,Non-Conference,1921
942,Massachusetts AC,1,at,Boston College,2,,,1921-01-31,Non-Conference,1921
944,Shoe Trades,7,at,Boston College,1,,,1921-02-03,Non-Conference,1921
946,Harvard,7,vs.,Yale,0,,2,1921-02-05,Non-Conference,1921
948,St. Patrick's,1,at,Harvard,0,,,1921-02-10,Non-Conference,1921
950,Colgate,0,at,Cornell,2,,,1921-02-11,Non-Conference,1921
953,Yale,0,at,Dartmouth,0,,3,1921-02-12,Non-Conference,1921
952,Cornell,3,at,Pennsylvania,4,,,1921-02-12,Non-Conference,1921
955,St. Patrick's,2,at,Harvard,1,,,1921-02-14,Non-Conference,1921
957,MIT,2,vs.,Harvard,8,,4,1921-02-16,Non-Conference,1921
959,Cornell,7,at,430,3,,,1921-02-19,Non-Conference,1921
960,Princeton,4,vs.,Yale,0,,4,1921-02-19,Non-Conference,1921
962,MIT,1,at,Boston College,5,,,1921-02-25,Non-Conference,1921
964,Yale,1,at,Harvard,13,,,1921-02-26,Non-Conference,1921
983,Springfield,0,at,Army,7,,,1921-11-30,Non-Conference,1922
984,Bates,1,at,Army,4,,,1921-11-30,Non-Conference,1922
982,Mass. Agricultural,4,at,Army,3,,,1921-11-30,Non-Conference,1922
986,St. Nick's,4,at,Army,1,,,1921-11-30,Non-Conference,1922
987,Colgate,0,at,Army,3,,,1921-11-30,Non-Conference,1922
985,Hamilton,0,at,Army,3,,,1921-11-30,Non-Conference,1922
981,Dartmouth,3,at,Army,0,,,1921-11-30,Non-Conference,1922
980,Williams,3,at,Army,3,,,1921-11-30,Non-Conference,1922
979,Albany Country C,0,at,Army,2,,,1921-11-30,Non-Conference,1922
966,St. Nick's,5,at,Yale,1,,,1921-12-10,Non-Conference,1922
968,430,2,at,Yale,10,,,1921-12-14,Non-Conference,1922
971,Yale,2,at,Pennsylvania,4,,,1921-12-17,Non-Conference,1922
970,Boston College,2,at,St. Paul's Schoo,0,,,1921-12-17,Non-Conference,1922
973,Yale,1,at,Quaker City HC,5,,,1921-12-19,Non-Conference,1922
975,Pere Marquette,5,at,Boston College,2,,,1921-12-26,Non-Conference,1922
977,McGill,3,at,Boston College,0,,,1921-12-30,Non-Conference,1922
989,Toronto,6,at,Harvard,1,,,1922-01-03,Non-Conference,1922
991,New Haven Bears,2,at,Yale,4,,,1922-01-04,Non-Conference,1922
993,MIT,1,at,Yale,0,,,1922-01-07,Non-Conference,1922
995,Pennsylvania,3,at,Yale,8,,,1922-01-11,Non-Conference,1922
997,Mass. Agricultural,0,at,Cornell,4,,,1922-01-14,Non-Conference,1922
998,Princeton,3,at,Yale,4,ot,,1922-01-14,Non-Conference,1922
999,Dalhousie,1,at,Harvard,4,,,1922-01-14,Non-Conference,1922
1001,MIT,2,at,Boston College,3,,,1922-01-16,Non-Conference,1922
1003,Hamline,2,at,Minnesota,1,,,1922-01-17,Non-Conference,1922
1005,Mass. Agricultural,3,at,Yale,2,,,1922-01-18,Non-Conference,1922
1007,Melrose H.C.,1,at,Boston College,1,,,1922-01-19,Non-Conference,1922
1009,Minnesota,3,at,Wisconsin,0,,,1922-01-20,Non-Conference,1922
1013,Minnesota,3,at,Wisconsin,1,,,1922-01-21,Non-Conference,1922
1014,Boston College,7,at,Yale,0,,,1922-01-21,Non-Conference,1922
1011,Princeton,0,vs.,Harvard,3,,1,1922-01-21,Non-Conference,1922
1012,Colgate,2,at,Cornell,3,,,1922-01-21,Non-Conference,1922
1016,MIT,2,vs.,Harvard,9,,2,1922-01-27,Non-Conference,1922
1018,Bates,3,at,Yale,5,,,1922-01-28,Non-Conference,1922
1020,Luther Seminary,0,at,Minnesota,1,,,1922-01-31,Non-Conference,1922
1022,Boston College,4,vs.,Harvard,2,,2,1922-02-03,Non-Conference,1922
1023,Wisconsin,2,at,Minnesota,12,,,1922-02-03,Non-Conference,1922
1025,Mass. Agricultural,0,at,Cornell,4,,,1922-02-04,Non-Conference,1922
1026,Princeton,0,vs.,Yale,1,,1,1922-02-04,Non-Conference,1922
1027,Wisconsin,0,at,Minnesota,7,,,1922-02-04,Non-Conference,1922
1029,Dartmouth,2,at,Yale,1,,,1922-02-06,Non-Conference,1922
1031,Boston A.A.,4,at,Boston College,2,,,1922-02-09,Non-Conference,1922
1034,Yale,2,at,Harvard,6,,,1922-02-11,Non-Conference,1922
1033,Pennsylvania,2,at,Cornell,4,,,1922-02-11,Non-Conference,1922
1036,Yale,2,at,St. Paul's,0,,,1922-02-13,Non-Conference,1922
1037,Minnesota,3,at,Mich. Coll. of Mines,3,ot,,1922-02-13,Non-Conference,1922
1039,Minnesota,0,at,Mich. Coll. of Mines,3,,,1922-02-14,Non-Conference,1922
1041,Dartmouth,0,at,Harvard,3,,,1922-02-15,Non-Conference,1922
1042,Williams,0,at,Yale,4,,,1922-02-15,Non-Conference,1922
1044,MIT,1,at,Boston College,6,,,1922-02-17,Non-Conference,1922
1046,Princeton,0,at,Harvard,9,,,1922-02-18,Non-Conference,1922
1047,Cornell,2,at,Yale,6,,,1922-02-18,Non-Conference,1922
1048,Mich. Coll. of Mines,3,at,Minnesota,2,,,1922-02-18,Non-Conference,1922
1050,St. Nick's,3,at,Yale,1,,,1922-02-22,Non-Conference,1922
1052,Harvard,3,at,Yale,1,,,1922-02-25,Non-Conference,1922
1054,Hamline,2,at,Minnesota,3,,,1922-02-27,Non-Conference,1922
1056,Harvard,2,at,Boston College,4,2ot,,1922-03-02,Non-Conference,1922
1078,RPI,2,at,Army,5,,,1922-11-30,Non-Conference,1923
1077,Amherst,1,at,Army,2,,,1922-11-30,Non-Conference,1923
1076,Mass. Agricultural,2,at,Army,1,,,1922-11-30,Non-Conference,1923
1075,Lafayette,1,at,Army,9,,,1922-11-30,Non-Conference,1923
1073,MIT,6,at,Army,5,,,1922-11-30,Non-Conference,1923
1072,Williams,5,at,Army,1,,,1922-11-30,Non-Conference,1923
1071,Bates,2,at,Army,1,,,1922-11-30,Non-Conference,1923
1074,430,1,at,Army,5,,,1922-11-30,Non-Conference,1923
1069,Dartmouth,0,at,Army,1,,,1922-11-30,Non-Conference,1923
1068,Pennsylvania,1,at,Army,2,,,1922-11-30,Non-Conference,1923
1070,Albany Country C,0,at,Army,1,,,1922-11-30,Non-Conference,1923
1058,MIT,7,vs.,Boston University,4,,1,1922-12-08,Non-Conference,1923
1060,Harvard,2,vs.,Boston University,0,,1,1922-12-13,Non-Conference,1923
1062,St. Nick's,5,at,Yale,4,,,1922-12-20,Non-Conference,1923
1064,Boston H.C.,3,at,Boston College,3,,,1922-12-25,Non-Conference,1923
1066,McGill,1,at,Boston College,3,,,1922-12-28,Non-Conference,1923
1080,Toronto,7,at,Harvard,5,,,1923-01-03,Non-Conference,1923
1082,Ramsey Tech,1,at,Minnesota,6,,,1923-01-10,Non-Conference,1923
1084,MIT,0,at,Boston College,4,,,1923-01-11,Non-Conference,1923
1085,Mass. Agricultural,1,vs.,Boston University,6,,1,1923-01-11,Non-Conference,1923
1087,Victoria,1,at,Boston College,3,,,1923-01-12,Non-Conference,1923
1088,Wisconsin,1,at,Michigan,2,2ot,,1923-01-12,Non-Conference,1923
1093,Princeton,3,at,Harvard,1,,,1923-01-13,Non-Conference,1923
1092,Dartmouth,4,at,Cornell,2,,,1923-01-13,Non-Conference,1923
1090,Wisconsin,0,at,Michigan,1,,,1923-01-13,Non-Conference,1923
1091,Missouri Osteopa,0,at,Yale,13,,,1923-01-13,Non-Conference,1923
1095,St. Thomas,0,at,Minnesota,4,,,1923-01-15,Non-Conference,1923
1097,MIT,2,vs.,Boston University,1,2ot,1,1923-01-17,Non-Conference,1923
1099,Michigan,1,at,Wisconsin,0,,,1923-01-19,Non-Conference,1923
1101,Harvard,3,at,Yale,2,ot,,1923-01-20,Non-Conference,1923
1102,Clarkson,0,at,Cornell,0,,,1923-01-20,Non-Conference,1923
1103,Michigan,0,at,Wisconsin,1,,,1923-01-20,Non-Conference,1923
1105,Michigan,0,at,Minnesota,2,,,1923-01-22,Non-Conference,1923
1107,Michigan,0,at,Minnesota,3,,,1923-01-23,Non-Conference,1923
1109,Yale,3,at,Princeton,4,ot,,1923-01-24,Non-Conference,1923
1113,Boston University,2,at,Boston College,3,3ot,,1923-01-26,Non-Conference,1923
1111,MIT,0,vs.,Harvard,10,,1,1923-01-26,Non-Conference,1923
1112,Boston College,3,vs.,Boston University,2,3ot,1,1923-01-26,Non-Conference,1923
1115,Mass. Agricultural,3,at,Cornell,2,,,1923-01-27,Non-Conference,1923
1116,L'Assumption,4,vs.,Michigan,1,,2,1923-01-27,Non-Conference,1923
1118,Princeton,6,at,Army,2,,,1923-01-31,Non-Conference,1923
1121,Royal Military,3,at,Army,0,,,1923-02-03,Non-Conference,1923
1120,MIT,0,at,Yale,6,,,1923-02-03,Non-Conference,1923
1123,Notre Dame,3,at,Michigan,2,,,1923-02-04,Non-Conference,1923
1125,Dartmouth,3,at,Yale,2,,,1923-02-06,Non-Conference,1923
1128,Boston University,2,at,Boston College,7,,,1923-02-07,Non-Conference,1923
1127,Boston College,7,vs.,Boston University,2,,1,1923-02-07,Non-Conference,1923
1130,Boston University,1,at,New Haven,4,,,1923-02-08,Non-Conference,1923
1132,430,1,at,Cornell,0,,,1923-02-09,Non-Conference,1923
1133,Minnesota,4,at,Wisconsin,0,,,1923-02-09,Non-Conference,1923
1135,Minnesota,1,at,Wisconsin,1,ot,,1923-02-10,Non-Conference,1923
1136,Pennsylvania,2,at,Yale,11,,,1923-02-10,Non-Conference,1923
1138,Queen's,1,at,Boston College,2,,,1923-02-12,Non-Conference,1923
1140,Mass. Agricultural,1,at,Yale,4,,,1923-02-14,Non-Conference,1923
1141,Queen's,1,at,Harvard,2,,,1923-02-14,Non-Conference,1923
1143,Princeton,0,at,Yale,1,3ot,,1923-02-17,Non-Conference,1923
1144,Cornell,0,at,Harvard,6,,,1923-02-17,Non-Conference,1923
1146,Minnesota,6,at,Michigan,3,,,1923-02-19,Non-Conference,1923
1148,Minnesota,2,at,Michigan,3,,,1923-02-20,Non-Conference,1923
1150,Mass. Agricultural,0,at,Yale,13,,,1923-02-21,Non-Conference,1923
1151,Boston College,9,at,Army,1,,,1923-02-21,Non-Conference,1923
1152,Dartmouth,1,at,Harvard,0,,,1923-02-21,Non-Conference,1923
1154,New Haven Bears,5,at,Yale,1,,,1923-02-22,Non-Conference,1923
1155,Boston College,7,at,Hamilton,1,,,1923-02-22,Non-Conference,1923
1156,Michigan,1,at,Notre Dame,5,,,1923-02-22,Non-Conference,1923
1157,Minnesota,3,at,Marquette,2,,,1923-02-22,Non-Conference,1923
1158,Cornell,2,at,Pennsylvania,2,,,1923-02-22,Non-Conference,1923
1160,Boston College,3,at,Nichols Club,2,,,1923-02-23,Non-Conference,1923
1161,Minnesota,4,at,Marquette,2,,,1923-02-23,Non-Conference,1923
1166,Hamilton,0,at,Yale,8,,,1923-02-24,Non-Conference,1923
1165,Boston University,6,at,Bates,0,,,1923-02-24,Non-Conference,1923
1163,Harvard,2,at,Princeton,1,,,1923-02-24,Non-Conference,1923
1164,Boston College,3,at,Nichols Club,0,,,1923-02-24,Non-Conference,1923
1168,Princeton,0,at,Harvard,1,,,1923-02-28,Non-Conference,1923
1169,Wisconsin,2,at,Minnesota,3,,,1923-02-28,Non-Conference,1923
1171,Boston A.A.,0,at,Boston College,2,,,1923-03-01,Non-Conference,1923
1172,Wisconsin,0,at,Minnesota,4,,,1923-03-01,Non-Conference,1923
1174,Yale,3,at,Harvard,0,,,1923-03-03,Non-Conference,1923
1176,36,2,at,Boston College,1,,,1923-03-06,Non-Conference,1923
1178,Harvard,2,at,Yale,1,3ot,,1923-03-07,Non-Conference,1923
1180,New Haven,2,at,Boston College,3,,,1923-03-09,Non-Conference,1923
1182,Yale,3,at,Princeton,1,,,1923-03-10,Non-Conference,1923
1214,Union,2,at,Army,6,,,1923-11-30,Non-Conference,1924
1184,MIT,1,vs.,Boston University,7,,1,1923-12-07,Non-Conference,1924
1186,St. Nick's,5,at,Yale,6,,,1923-12-12,Non-Conference,1924
1188,Boston H.C.,5,at,Boston College,1,,,1923-12-13,Non-Conference,1924
1190,New Haven Bears,4,at,Yale,1,,,1923-12-15,Non-Conference,1924
1192,Harvard,8,vs.,Boston University,1,,1,1923-12-18,Non-Conference,1924
1194,McGill,0,at,Yale,1,,,1923-12-19,Non-Conference,1924
1196,McGill,0,at,Boston College,1,,,1923-12-20,Non-Conference,1924
1198,McGill,2,at,Harvard,0,,,1923-12-21,Non-Conference,1924
1199,Yale,3,at,Cleveland AS,2,,,1923-12-21,Non-Conference,1924
1200,Princeton,4,at,Boston University,0,,,1923-12-21,Non-Conference,1924
1202,Yale,2,at,Cleveland AC,3,,,1923-12-22,Non-Conference,1924
1204,New Brunswick,3,at,Boston College,1,,,1923-12-27,Non-Conference,1924
1206,Toronto,3,at,Boston College,1,,,1923-12-28,Non-Conference,1924
1208,Dartmouth,1,vs.,Yale,2,,2,1923-12-29,Non-Conference,1924
1210,Williams,0,vs.,Yale,1,,3,1923-12-30,Non-Conference,1924
1212,Mass. Agricultural,0,vs.,Yale,4,,3,1923-12-31,Non-Conference,1924
1216,Dartmouth,1,vs.,Yale,3,,3,1924-01-01,Non-Conference,1924
1217,Toronto,3,at,Boston College,0,,,1924-01-01,Non-Conference,1924
1219,Montreal,1,at,Yale,5,,,1924-01-03,Non-Conference,1924
1220,Toronto,2,at,Harvard,1,,,1924-01-03,Non-Conference,1924
1224,Royal Bank of Ca,7,at,Army,3,,,1924-01-05,Non-Conference,1924
1223,Toronto,4,at,Harvard,1,,,1924-01-05,Non-Conference,1924
1222,Queen's,2,at,Yale,2,2ot,,1924-01-05,Non-Conference,1924
1226,MIT,0,at,Harvard,7,,,1924-01-09,Non-Conference,1924
1228,Minnesota,7,at,Eveleth JC,0,,,1924-01-11,Non-Conference,1924
